20.1,P1 OP 010-020,30.1,30.2,40.1,40.2,50.1,50.2,60,70.1,80.1,80.2,90,SV 39105,110.1,120.6,130,140,150.1,160.1,170,190,P2 OP030-040,P3 OP050-060,P4 OP070-080,P5 OP110-120,P6 OP150-160,120.7,120.8,20.2,110.2,150.2,160.2,20.3,50.3,50.4,70.2,80.3,30.3,40.3
90.608749,41.580083,75.569702,75.041068,86.361889,87.571412,84.218876,80.294033,62.300479,76.398587,89.369237,84.575097,96.0951,13.072736,76.90345,38.449731,91.768913,73.905426,85.354491,64.166887,96.91097,59.085148,63.047029,60.69834,51.360894,53.502984,39.866779,74.073087,31.423439,85.838374,64.496008,80.56076,76.132449,88.062954,79.602858,75.908397,73.465543,88.070206,74.832744,87.716477
90.938073,44.646397,77.847524,85.672324,91.833782,85.465618,85.151206,78.429568,55.489352,74.208348,82.116611,81.711385,98.732038,26.133406,65.689731,38.278137,73.091682,71.768172,75.601467,68.469172,95.364413,66.073028,63.558611,61.545771,53.749075,53.104925,41.807605,75.027934,33.201381,88.587068,57.366262,73.781226,62.225719,87.856477,78.326843,76.261347,71.281575,80.543533,77.779829,88.163845
93.821839,40.385416,81.323366,82.710635,90.396977,87.421454,89.653478,87.372412,66.58791,84.454062,96.119236,95.086544,95.972618,16.451278,86.885412,43.403041,96.811307,85.218182,80.410469,85.994972,97.00644,87.810345,64.257845,67.427768,49.550451,66.281354,45.67618,76.92238,34.15299,89.008054,84.596528,85.249165,84.989831,89.021141,84.994933,79.262826,86.014541,95.145368,83.965538,84.138745
81.940198,35.493068,86.682862,81.876734,72.334983,84.421817,76.633836,77.813949,67.27166,73.12659,83.683755,84.047743,93.003376,42.509209,71.813946,33.402466,85.663781,64.790523,84.213707,67.654342,99.213014,61.400479,66.082569,59.270678,53.99505,54.598633,41.878559,65.052457,34.826005,77.741594,63.388157,82.182256,59.810585,69.812156,75.399997,69.00197,72.896396,80.775014,77.3122,71.937261
88.815328,42.900398,74.459132,72.993475,80.651853,82.959079,76.380612,70.59955,56.380591,67.529334,71.251559,69.684583,83.563711,20.501517,76.431346,39.891771,81.547401,75.447755,74.566342,69.825215,84.488544,62.622559,60.402019,53.962401,47.001605,60.426859,44.34633,73.169774,43.120887,89.798994,72.606173,74.548812,61.075205,84.742699,69.934498,70.994959,68.189461,73.194382,69.897044,85.200907
83.807593,65.200909,83.48718,87.323623,83.490426,83.226538,84.994759,85.426971,73.071242,82.83923,88.736856,88.787373,97.632368,52.756798,78.496868,57.644165,90.390619,76.45324,94.412147,72.165005,97.642972,70.147264,69.297074,71.670344,65.542808,72.9429,63.61238,74.838629,56.965982,78.572419,72.407046,91.014323,85.557084,82.826995,83.224793,80.979576,80.182862,87.334399,86.80998,87.310188
88.321,63.341377,50.597404,51.657878,70.076414,62.380289,52.651303,44.000881,38.206698,57.626888,58.991272,62.968361,70.305051,83.975367,61.450907,32.492305,76.778694,61.605573,86.13046,58.020471,91.204064,55.460116,50.117014,53.561477,29.40417,65.705841,45.699708,56.295678,34.176356,54.215038,46.299787,81.791613,74.887948,42.74594,37.930002,30.972335,61.845994,37.626214,61.32797,53.613793
87.029817,43.701038,79.515216,79.339297,87.185169,83.911772,84.606738,80.469387,54.051112,76.034596,75.096845,83.998333,94.975262,34.447963,83.171231,31.871819,79.196886,72.59336,75.390477,60.952915,95.886106,47.683163,62.427866,56.145484,43.742027,44.769882,38.23732,58.415283,21.99129,82.252924,83.386243,73.588785,60.096386,77.41602,74.647202,68.725069,73.907127,79.055632,78.709883,78.263765
87.179491,43.275068,80.69314,71.367197,71.083914,67.904754,71.504935,73.664797,60.441651,74.593159,84.648456,80.941191,96.222178,27.057571,91.627327,33.324459,74.623876,67.413194,76.075637,68.146587,94.877427,52.85885,57.671729,53.298252,44.887454,46.572715,44.701783,57.486975,26.03486,82.411773,96.748317,79.194133,59.996784,81.551125,68.393411,65.314016,72.05025,83.924837,64.933558,68.291798
85.025399,42.547341,78.98729,74.520613,80.666799,77.03557,88.519471,79.772638,69.216963,74.748043,90.669815,85.385432,97.111796,24.94507,88.45578,48.929224,89.579959,77.921323,75.683924,72.334652,97.456554,52.899788,59.415605,66.979719,45.502604,62.014315,42.115428,76.87233,34.543441,81.427389,83.017177,83.694729,71.64184,73.151533,73.463714,67.228394,74.975219,88.382209,72.569954,73.284351
71.991982,33.694785,66.170088,72.942946,74.080214,59.764943,74.681506,66.933183,51.085239,67.371102,68.009985,61.903805,97.782706,53.812303,70.034425,40.867934,76.071999,67.621077,77.745154,66.387432,97.143806,55.777961,53.068873,52.559064,36.984047,51.719167,46.532476,67.243623,42.204478,66.813917,67.098161,70.052434,63.39558,53.384211,50.693076,45.493722,69.949521,64.101454,65.738711,56.804195
84.50554,44.260062,81.923036,74.115924,84.916556,85.2571,84.343083,84.005301,62.110594,80.480176,85.206516,88.694215,98.417311,33.050969,71.556202,36.537058,94.498161,66.944789,89.569592,60.739469,96.288923,45.473082,60.479021,63.548042,48.498668,48.779348,40.534106,61.863309,26.236637,81.202138,57.366626,86.43959,68.465598,76.765098,78.098736,74.141526,82.178742,90.269402,76.467764,79.656889
79.976379,36.130755,80.461929,73.320782,78.289656,79.405462,80.462153,77.533479,67.280648,74.818011,84.880027,86.52444,99.954923,31.882807,75.306934,37.662248,90.910904,74.312703,81.685762,56.749863,98.439091,66.855831,56.563108,63.314104,49.335195,52.238019,38.909448,64.100041,36.619963,80.306314,66.083584,82.132223,69.195983,75.352912,75.335759,63.920853,72.729546,85.137238,70.591003,80.266609
83.337235,39.844368,76.262057,78.868586,84.735192,84.945127,80.412004,80.725074,60.549537,76.789327,85.529517,82.355751,99.60675,41.977882,81.387499,44.206917,84.247235,77.477953,81.415268,71.780365,99.96662,59.786157,58.406309,57.634124,44.308079,55.648759,42.757376,70.899682,30.000232,88.279495,73.747438,82.024802,71.605772,86.648178,74.939532,68.442175,74.206783,82.472385,79.78323,78.992986
82.906947,44.003552,79.366119,73.998488,74.385746,79.302348,82.929822,72.964138,58.490467,62.044304,69.206032,67.547536,95.049039,38.921444,85.522939,36.550965,79.237031,78.53116,67.766777,66.194639,98.779418,71.879225,61.238758,59.441367,37.616896,48.567259,38.58618,58.207728,30.9595,79.674932,91.273005,65.132512,53.020153,70.50995,66.545857,58.26167,60.763273,64.43647,72.565498,78.374219
61.4172,40.27651,49.185988,43.420498,51.593428,52.000142,55.13743,43.64967,32.698794,52.680148,59.103343,56.968149,92.956227,51.649747,70.351654,32.161332,87.673091,65.181054,74.038538,71.630113,91.482269,45.213117,38.098455,45.953019,42.803151,48.878676,38.512209,55.347406,24.748412,63.920534,57.850718,79.338434,44.819809,59.836986,40.763348,32.455997,49.959486,49.927657,37.322216,47.653007
87.821864,47.625719,84.838203,83.014159,85.282633,90.201549,81.277814,78.219934,70.00509,88.909897,93.236221,91.710779,98.298639,30.881341,81.236248,39.360481,73.261051,72.762391,74.433133,77.024163,93.009341,52.581721,65.303744,63.75286,58.498386,51.826662,42.693001,70.526088,33.994552,85.414539,78.087826,74.673706,61.414968,84.078943,78.042022,76.631917,87.340366,93.067242,73.683234,79.106807
91.186424,40.468777,82.570873,83.019185,87.817486,86.296991,81.950555,80.383756,62.026101,76.592745,84.612979,85.788275,98.843805,24.644572,79.811523,44.369547,89.79098,74.958949,84.238435,78.396133,99.369087,73.960903,64.422051,57.372287,44.239185,58.368564,44.408875,67.618302,36.712464,87.837414,78.122684,84.179776,62.45453,85.711349,75.197548,71.506299,72.380931,78.828218,78.608734,79.559896
81.298281,37.7273,66.890728,69.450767,75.572502,77.517601,71.283899,76.368262,46.892595,76.322386,84.123135,87.109637,99.916403,55.555078,72.078414,42.802234,82.566949,68.549491,83.138538,82.624136,96.057188,68.571834,52.938246,50.36656,50.741743,64.638796,50.833229,69.359282,47.281635,81.065435,71.217223,83.801999,67.807121,75.340537,66.998293,62.955142,78.386855,84.067188,66.48713,69.380689
88.045453,40.680714,72.586774,71.549599,84.989978,78.612949,85.602936,83.455679,64.51966,76.153609,82.457521,90.820269,99.888889,55.753321,82.2679,41.121678,92.537176,87.340877,79.685332,75.178677,99.972592,65.138,59.70365,63.208967,47.356854,63.187245,45.038483,73.633095,31.270845,86.066269,74.828411,82.004582,65.948442,81.526099,75.803927,69.563716,77.995358,84.668313,70.175143,85.755177
79.705331,41.988623,74.323646,74.602266,74.896551,77.040957,76.43656,73.530517,71.066599,74.022705,81.751144,77.948275,96.407688,29.418221,83.449198,46.818401,95.109593,88.90001,84.239669,77.878223,99.98641,67.308531,58.029742,66.845006,48.158204,65.102929,49.400531,74.369922,35.156099,72.890495,76.101238,88.31698,69.360091,69.743522,73.119556,66.775205,68.649257,75.274509,68.884699,69.380124
84.137616,71.727987,87.34922,83.599006,93.832241,92.810707,80.360403,80.101584,51.042187,87.271287,91.128992,93.359496,81.552127,15.91333,69.577181,32.443402,94.347674,62.041815,69.290917,58.604151,95.359991,54.493347,77.727509,67.336016,67.135785,44.050817,37.949723,49.65028,24.562651,81.231868,65.751821,69.791273,52.271683,84.282832,78.970798,75.121405,86.523405,93.429038,89.573524,90.483299
80.775304,33.176109,77.126053,71.171218,85.146197,84.359505,66.591551,60.483716,59.104617,62.542383,70.40661,59.239713,87.479244,13.703427,84.789278,42.57007,94.629426,82.851067,84.820472,82.286775,97.4493,68.326363,67.385832,41.628215,37.829976,59.521847,42.236809,72.145134,30.369133,79.736949,79.869075,86.784347,63.241075,66.159422,60.983739,58.331795,54.255613,67.403526,61.815438,84.452991
89.361122,53.470616,87.513098,82.738586,91.848036,89.653606,90.472208,88.292493,75.483685,78.17323,86.251666,84.995132,97.607845,24.978791,79.575214,51.308903,91.970586,92.689552,83.388978,78.692813,97.69281,65.687322,69.918312,64.665044,53.513123,60.662042,48.214139,78.398708,41.903652,86.503279,75.872548,80.820257,75.357854,79.782684,77.256569,70.467359,75.03595,80.202613,82.93464,83.835001
